ITL1 Region,LA code,LA name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
South East ,E07000115,Tonbridge and Malling,"2,112","2,224","2,286","2,370","2,481","2,585","2,672","2,838","2,969","3,140","3,330","3,253","3,368","3,398","3,457","3,601","3,637","3,685","3,841","4,090","4,404","4,906","4,888","5,053","5,211","5,406"
South East ,E07000116,Tunbridge Wells,"1,838","1,875","1,844","1,930","1,971","2,050","2,181","2,387","2,434","2,481","2,658","2,662","2,739","2,887","2,873","2,888","2,952","3,278","3,537","3,626","3,507","3,554","3,380","3,519","3,816","4,114"
South West ,E06000052,Cornwall,"4,893","5,045","5,335","5,626","6,078","6,600","6,849","7,216","7,726","7,881","8,322","7,918","8,004","8,244","8,511","8,784","9,117","9,406","9,876","10,786","11,078","11,411","10,942","12,628","13,457","14,384"
South West ,E06000053,Isles of Scilly,33,34,37,37,39,45,45,46,53,49,52,51,51,57,57,59,56,63,66,73,74,70,60,65,75,67
South West ,E06000026,Plymouth,"2,774","2,924","2,968","3,142","3,267","3,466","3,811","3,941","4,199","4,255","4,463","4,394","4,537","4,676","4,798","4,928","5,054","5,218","5,430","5,572","5,731","5,883","5,490","6,340","6,748","7,274"
South West ,E06000027,Torbay,"1,156","1,225","1,256","1,311","1,357","1,424","1,586","1,655","1,742","1,768","1,808","1,735","1,783","1,776","1,778","1,849","1,870","1,860","1,895","1,893","1,843","1,939","1,849","2,207","2,341","2,543"
South West ,E07000040,East Devon,"1,407","1,476","1,505","1,543","1,614","1,692","1,853","1,939","2,021","2,028","2,098","2,065","2,128","2,214","2,312","2,279","2,427","2,438","2,448","2,581","2,651","2,881","2,756","3,198","3,531","3,840"
South West ,E07000041,Exeter,"2,330","2,442","2,527","2,673","2,838","3,065","3,362","3,514","3,719","3,856","4,021","4,041","4,127","4,073","4,206","4,574","4,480","4,759","4,973","5,336","5,361","5,603","5,279","6,058","6,195","6,798"
South West ,E07000042,Mid Devon,713,730,744,768,805,815,867,885,930,931,969,939,984,"1,003",999,"1,048","1,120","1,170","1,189","1,258","1,335","1,362","1,261","1,466","1,673","1,778"
South West ,E07000043,North Devon,"1,045","1,140","1,173","1,211","1,283","1,357","1,440","1,498","1,615","1,641","1,699","1,672","1,762","1,796","1,826","1,864","1,911","2,036","2,121","2,161","2,218","2,290","2,108","2,493","2,821","2,952"
South West ,E07000044,South Hams,"1,093","1,135","1,167","1,231","1,289","1,378","1,473","1,531","1,607","1,618","1,669","1,591","1,668","1,744","1,728","1,756","1,869","1,901","1,924","1,949","2,029","2,042","1,923","2,278","2,444","2,647"
South West ,E07000045,Teignbridge,"1,100","1,143","1,188","1,227","1,295","1,365","1,456","1,509","1,589","1,586","1,632","1,562","1,651","1,683","1,751","1,824","2,005","2,077","2,182","2,306","2,282","2,358","2,121","2,592","2,838","3,026"
South West ,E07000046,Torridge,542,556,564,581,622,647,697,709,746,739,782,758,785,808,834,847,904,871,889,936,934,956,899,"1,052","1,224","1,310"
South West ,E07000047,West Devon,454,468,473,493,528,547,587,611,643,643,664,635,656,664,643,675,710,720,743,762,761,753,734,856,893,978
South West ,E06000023,"Bristol, City of","6,366","6,657","7,023","7,632","7,966","8,334","8,800","9,081","9,521","10,273","10,771","11,047","11,547","11,495","11,996","12,226","12,830","13,426","14,293","15,274","15,099","15,900","15,343","17,480","18,883","21,027"
South West ,E06000022,Bath and North East Somerset,"2,267","2,365","2,515","2,652","2,800","2,920","3,020","3,130","3,254","3,392","3,542","3,470","3,643","3,657","3,729","3,693","3,870","3,932","4,038","4,110","4,209","4,494","4,248","4,706","5,075","5,634"
South West ,E06000025,South Gloucestershire,"4,753","5,030","5,356","5,814","6,113","6,492","6,825","7,099","7,418","7,728","8,211","8,143","8,366","8,619","9,173","9,361","10,182","10,204","10,741","10,932","11,450","11,968","11,959","13,200","14,834","16,715"
South West ,E06000024,North Somerset,"2,200","2,292","2,387","2,515","2,623","2,741","2,870","2,953","3,037","3,157","3,263","3,137","3,248","3,273","3,394","3,579","3,793","3,903","4,125","4,140","4,281","4,467","4,352","4,846","5,155","5,719"
South West ,E06000066,Somerset,"6,138","6,486","6,822","6,927","7,190","7,497","7,907","8,371","8,783","8,901","9,340","9,140","9,241","9,488","9,701","9,727","10,423","10,665","10,837","11,600","12,069","12,354","12,069","12,780","13,871","15,512"
South West ,E06000058,"Bournemouth, Christchurch and Poole","4,897","5,177","5,434","5,630","5,762","6,150","6,468","6,907","7,251","7,538","7,936","7,852","7,877","8,016","8,142","8,578","8,879","9,107","9,651","10,421","10,406","10,861","10,419","11,404","12,339","13,545"
South West ,E06000059,Dorset,"4,170","4,459","4,764","4,766","4,892","5,032","5,218","5,518","5,724","5,841","6,294","6,026","6,189","6,256","6,464","6,577","6,909","6,968","7,107","7,429","7,981","8,232","7,910","8,679","9,537","9,981"
South West ,E06000030,Swindon,"3,950","4,106","4,266","4,674","4,921","5,309","5,559","5,919","6,370","7,041","7,507","7,482","7,572","7,427","7,501","7,759","8,435","8,760","8,894","9,105","9,794","10,155","9,303","9,878","11,888","12,707"
South West ,E06000054,Wiltshire,"5,800","6,120","6,409","6,924","7,190","7,484","7,796","8,022","8,239","8,659","9,067","8,933","9,378","9,568","9,955","10,254","10,866","10,841","11,169","11,438","11,812","12,228","11,837","13,025","14,175","15,345"
South West ,E07000078,Cheltenham,"1,614","1,690","1,809","1,954","2,026","2,112","2,229","2,295","2,358","2,462","2,603","2,592","2,797","2,760","2,698","2,762","2,983","3,030","3,144","3,260","3,356","3,556","3,509","3,863","4,063","4,514"
South West ,E07000079,Cotswold,"1,720","1,840","1,891","1,996","2,016","2,115","2,268","2,525","2,553","2,685","2,681","2,799","2,921","2,761","2,699","2,879","3,017","2,874","3,167","3,435","3,716","3,890","3,523","3,791","4,106","4,513"
South West ,E07000080,Forest of Dean,"1,104","1,106","1,152","1,226","1,211","1,251","1,209","1,240","1,304","1,390","1,441","1,361","1,409","1,479","1,607","1,539","1,647","1,622","1,442","1,536","1,688","2,121","2,190","2,135","2,067","1,920"
South West ,E07000081,Gloucester,"1,619","1,679","1,752","1,878","2,004","2,111","2,212","2,284","2,391","2,518","2,603","2,620","2,734","2,693","2,868","2,900","3,062","3,159","3,137","3,244","3,146","3,249","3,223","3,402","3,498","3,941"
South West ,E07000082,Stroud,"1,429","1,491","1,533","1,595","1,601","1,649","1,700","1,749","1,740","1,831","1,880","1,798","1,992","2,035","2,126","2,227","2,276","2,282","2,507","2,634","2,726","2,845","2,598","2,883","3,135","3,210"
South West ,E07000083,Tewkesbury,"1,497","1,526","1,581","1,674","1,756","1,834","1,912","1,949","1,992","2,062","2,122","2,096","2,189","2,268","2,377","2,602","2,687","2,867","2,730","3,106","3,012","3,161","2,925","3,387","3,758","4,072"
Wales,W06000001,Isle of Anglesey,579,585,611,632,657,722,820,830,858,865,872,810,804,852,874,883,890,946,"1,007","1,032","1,074","1,127","1,021","1,145","1,378","1,455"
Wales,W06000002,Gwynedd,"1,328","1,318","1,364","1,404","1,519","1,643","1,726","1,846","1,972","2,015","2,050","1,990","1,966","2,041","2,098","2,200","2,182","2,231","2,230","2,357","2,396","2,470","2,218","2,426","2,616","2,842"
Wales,W06000003,Conwy,910,924,959,998,"1,058","1,125","1,184","1,233","1,285","1,299","1,307","1,257","1,308","1,364","1,402","1,504","1,563","1,624","1,685","1,826","1,834","1,888","1,764","1,816","1,938","2,196"
Wales,W06000004,Denbighshire,926,932,977,"1,026","1,112","1,178","1,259","1,305","1,360","1,386","1,420","1,376","1,416","1,467","1,462","1,551","1,604","1,626","1,704","1,786","1,845","1,893","1,873","2,009","2,207","2,377"
Wales,W06000005,Flintshire,"2,072","2,086","2,193","2,230","2,252","2,364","2,458","2,549","2,737","2,774","2,948","2,885","3,032","3,377","3,581","3,698","3,696","3,860","4,084","4,188","4,415","4,523","4,309","4,497","5,013","5,645"
Wales,W06000006,Wrexham,"1,747","1,738","1,841","1,898","1,932","2,054","2,183","2,282","2,402","2,508","2,478","2,506","2,612","2,703","2,780","2,904","2,837","2,918","2,920","2,994","3,193","3,359","3,304","3,637","3,939","4,442"
Wales,W06000008,Ceredigion,730,732,769,810,869,926,981,998,"1,058","1,079","1,098","1,094","1,120","1,180","1,162","1,202","1,169","1,222","1,258","1,288","1,354","1,361","1,319","1,380","1,555","1,703"
Wales,W06000023,Powys,"1,242","1,268","1,357","1,413","1,473","1,606","1,679","1,673","1,723","1,783","1,729","1,718","1,755","1,816","1,894","1,959","2,020","2,125","2,173","2,196","2,259","2,282","2,236","2,305","2,507","2,765"
Wales,W06000009,Pembrokeshire,"1,207","1,157","1,170","1,275","1,287","1,412","1,731","1,653","1,591","1,792","1,789","1,624","1,686","1,667","1,762","1,953","1,940","2,385","2,378","2,506","2,385","2,647","2,252","2,387","2,967","2,974"
Wales,W06000010,Carmarthenshire,"1,678","1,678","1,744","1,810","1,903","2,013","2,117","2,212","2,327","2,393","2,435","2,313","2,368","2,454","2,604","2,728","2,815","2,913","3,023","3,035","3,173","3,372","3,252","3,387","3,875","4,194"
Wales,W06000011,Swansea,"2,583","2,622","2,729","2,898","3,028","3,226","3,509","3,734","3,894","4,054","4,203","4,240","4,216","4,335","4,422","4,524","4,910","4,820","5,058","5,262","5,557","5,724","5,356","5,508","5,904","6,417"
Wales,W06000012,Neath Port Talbot,"1,369","1,387","1,447","1,385","1,382","1,404","1,433","1,508","1,667","1,721","1,776","1,716","1,888","1,892","1,944","2,042","2,092","2,174","2,273","2,322","2,367","2,538","2,352","2,575","2,672","2,817"
Wales,W06000013,Bridgend,"1,613","1,628","1,708","1,740","1,843","1,978","2,069","2,166","2,278","2,342","2,405","2,278","2,405","2,489","2,511","2,639","2,800","2,789","2,814","2,990","3,140","3,404","3,189","3,320","3,516","3,694"
Wales,W06000016,Rhondda Cynon Taf,"2,034","2,059","2,104","2,136","2,286","2,380","2,470","2,613","2,799","2,868","2,988","3,141","3,356","3,467","3,586","3,748","3,905","3,830","4,034","4,089","4,151","4,267","4,056","4,175","4,697","4,980"
Wales,W06000024,Merthyr Tydfil,542,554,593,614,643,690,762,826,849,873,886,881,880,920,920,920,923,948,971,"1,016","1,057","1,063","1,024","1,048","1,072","1,227"
Wales,W06000014,Vale of Glamorgan,"1,122","1,162","1,224","1,298","1,380","1,483","1,460","1,526","1,612","1,614","1,597","1,619","1,603","1,639","1,750","1,862","1,879","1,996","2,027","2,006","2,007","2,080","1,862","1,933","2,192","2,376"
Wales,W06000015,Cardiff,"5,164","5,554","5,841","6,074","6,441","6,921","7,285","7,724","8,142","8,784","8,729","8,929","8,925","9,241","9,674","9,857","10,186","10,412","11,069","11,530","11,814","12,443","12,346","12,995","14,083","15,366"
Wales,W06000018,Caerphilly,"1,496","1,499","1,564","1,594","1,635","1,702","1,781","1,854","1,939","1,969","2,001","2,001","2,056","2,184","2,229","2,321","2,390","2,534","2,698","2,782","2,867","3,006","2,891","3,081","3,231","3,468"
Wales,W06000019,Blaenau Gwent,526,524,551,558,574,584,615,649,672,684,682,659,688,724,759,762,754,789,784,845,894,903,860,949,"1,041","1,206"
Wales,W06000020,Torfaen,902,906,965,979,"1,030","1,117","1,177","1,239","1,311","1,308","1,306","1,259","1,313","1,379","1,364","1,439","1,471","1,439","1,415","1,484","1,593","1,719","1,600","1,641","1,817","1,982"
Wales,W06000021,Monmouthshire,968,"1,031","1,127","1,172","1,229","1,308","1,384","1,436","1,515","1,563","1,587","1,531","1,548","1,605","1,666","1,694","1,784","1,885","1,851","1,884","1,997","2,073","2,071","2,069","2,269","2,523"
Wales,W06000022,Newport,"2,009","2,079","2,210","2,264","2,316","2,517","2,666","2,761","2,902","3,031","2,915","2,884","2,993","3,097","3,157","3,115","3,109","3,231","3,567","3,721","4,075","4,187","3,942","4,067","4,485","4,811"
Scotland,S12000005,Clackmannanshire,426,444,459,459,482,519,551,589,636,688,709,692,679,703,706,712,804,853,898,934,"1,043","1,093","1,022","1,123","1,279","1,239"
Scotland,S12000047,Fife,"3,814","3,859","4,000","4,122","4,293","4,512","4,722","4,925","5,360","5,559","5,804","5,635","5,679","5,736","5,961","6,261","6,548","6,695","6,916","7,151","7,044","7,348","7,235","7,661","8,291","8,837"
Scotland,S12000030,Stirling,"1,279","1,329","1,417","1,526","1,587","1,723","1,801","1,923","1,986","2,136","2,127","2,167","2,107","2,139","2,200","2,292","2,286","2,285","2,289","2,434","2,384","2,584","2,418","2,676","2,840","3,128"
Scotland,S12000048,Perth and Kinross,"2,081","1,985","1,943","1,986","2,146","2,296","2,428","2,533","2,871","2,960","3,014","3,190","3,079","3,152","3,450","3,695","3,865","4,040","4,045","4,217","4,227","4,370","3,893","3,938","4,331","4,770"
Scotland,S12000041,Angus,"1,072","1,091","1,132","1,152","1,183","1,247","1,282","1,324","1,475","1,546","1,583","1,531","1,541","1,563","1,589","1,694","1,820","1,760","1,868","1,899","1,973","2,117","1,944","2,157","2,410","2,546"
Scotland,S12000042,Dundee City,"1,824","1,833","1,976","2,066","2,158","2,311","2,436","2,527","2,603","2,710","2,778","2,779","2,814","2,904","2,983","3,082","3,180","3,250","3,264","3,368","3,454","3,629","3,458","3,667","3,872","4,330"
Scotland,S12000010,East Lothian,759,767,792,817,872,935,985,"1,012","1,115","1,161","1,177","1,151","1,164","1,201","1,243","1,367","1,452","1,489","1,568","1,668","1,755","1,830","1,716","1,849","2,072","2,351"
Scotland,S12000019,Midlothian,657,682,734,760,786,829,883,912,923,961,"1,007",982,999,"1,044","1,088","1,191","1,269","1,359","1,399","1,469","1,562","1,635","1,576","1,709","1,865","2,005"
Scotland,S12000014,Falkirk,"2,069","2,044","2,114","2,197","2,273","2,457","2,605","2,798","2,971","3,027","3,259","3,202","3,232","3,194","3,180","3,292","3,422","3,569","3,568","3,677","3,821","4,005","3,813","4,043","4,256","4,475"
Scotland,S12000036,City of Edinburgh,"9,619","9,736","10,501","11,374","12,215","13,257","14,480","15,313","16,067","16,917","16,929","17,820","17,762","17,777","18,591","19,337","20,048","20,534","22,408","23,901","24,657","25,781","24,293","26,869","30,599","34,281"
Scotland,S12000040,West Lothian,"2,290","2,357","2,403","2,487","2,623","2,785","2,966","3,085","3,287","3,446","3,576","3,431","3,529","3,700","3,769","3,702","3,890","4,165","4,254","4,463","4,700","4,829","4,730","5,147","5,765","6,284"
Scotland,S12000021,North Ayrshire,"1,288","1,345","1,394","1,420","1,412","1,499","1,538","1,654","1,772","1,804","1,881","1,832","1,832","1,840","1,914","2,032","2,088","2,070","2,128","2,189","2,206","2,308","2,278","2,421","2,710","3,069"
Scotland,S12000013,Na h-Eileanan Siar,248,267,275,300,301,333,362,389,399,410,437,433,449,472,471,470,488,480,483,503,523,568,554,582,583,645
Scotland,S12000023,Orkney Islands,274,290,308,325,326,358,396,428,434,450,479,483,493,532,547,528,541,560,548,555,516,559,522,563,642,699
Scotland,S12000027,Shetland Islands,380,392,389,409,416,437,479,509,534,542,587,637,633,692,697,731,783,737,709,763,754,811,748,766,785,855
Scotland,S12000035,Argyll and Bute,"1,013","1,067","1,105","1,177","1,195","1,297","1,403","1,536","1,583","1,630","1,723","1,716","1,695","1,788","1,807","1,820","1,869","1,850","1,892","2,028","2,035","2,148","2,013","2,162","2,352","2,596"
Scotland,S12000017,Highland,"2,668","2,801","2,904","3,031","3,085","3,403","3,683","3,918","4,076","4,204","4,413","4,316","4,524","4,805","4,938","5,216","5,427","5,495","5,622","6,045","6,169","6,397","5,947","6,267","7,029","7,651"
Scotland,S12000020,Moray,"1,066","1,093","1,121","1,143","1,182","1,283","1,366","1,437","1,518","1,619","1,811","1,818","1,799","1,889","1,853","1,919","1,949","1,992","1,967","2,165","2,219","2,283","2,237","2,382","2,654","2,960"
Scotland,S12000039,West Dunbartonshire,844,861,906,980,"1,016","1,066","1,157","1,241","1,320","1,333","1,413","1,383","1,386","1,429","1,393","1,402","1,505","1,536","1,673","1,750","1,849","1,931","1,781","1,944","2,128","2,521"
Scotland,S12000045,East Dunbartonshire,743,761,779,813,831,880,915,980,"1,018","1,013","1,039","1,002",979,"1,013","1,051","1,108","1,210","1,259","1,280","1,381","1,420","1,456","1,310","1,464","1,621","1,720"
Scotland,S12000049,Glasgow City,"10,752","11,041","11,373","12,186","12,434","13,141","14,200","15,377","16,196","16,691","17,301","17,314","16,866","17,356","17,648","18,504","19,046","19,220","19,591","20,680","21,075","22,271","21,638","23,740","26,620","29,391"
Scotland,S12000011,East Renfrewshire,553,570,598,621,642,674,708,714,739,742,797,758,756,769,820,891,955,992,"1,019","1,076","1,084","1,087","1,072","1,176","1,273","1,415"
Scotland,S12000038,Renfrewshire,"2,301","2,321","2,451","2,572","2,650","2,735","2,883","3,023","3,181","3,110","3,309","3,181","3,161","3,290","3,348","3,530","3,876","4,002","3,948","4,192","4,346","4,498","4,370","4,850","4,852","5,181"
Scotland,S12000018,Inverclyde,794,772,820,888,935,980,"1,063","1,103","1,118","1,121","1,189","1,172","1,142","1,192","1,232","1,193","1,281","1,291","1,295","1,278","1,200","1,166","1,029","1,123","1,129","1,261"
Scotland,S12000050,North Lanarkshire,"3,786","3,789","3,911","4,166","4,327","4,584","4,840","5,149","5,420","5,487","5,857","5,701","5,670","5,788","5,912","6,191","6,903","6,993","7,195","7,721","7,913","8,292","8,028","8,624","9,212","10,391"
Scotland,S12000033,Aberdeen City,"5,041","5,044","5,130","5,557","5,810","5,900","6,237","6,598","7,532","8,452","9,453","9,285","9,634","9,864","10,658","11,273","11,445","10,947","9,822","9,568","9,901","10,272","9,247","9,406","10,231","11,099"
Scotland,S12000034,Aberdeenshire,"3,196","3,175","3,282","3,516","3,662","3,681","3,896","4,108","4,629","5,143","5,600","5,488","5,536","5,803","5,940","6,399","7,020","6,993","6,660","6,952","6,784","6,676","6,189","6,429","6,796","7,252"
Scotland,S12000026,Scottish Borders,"1,326","1,312","1,355","1,409","1,462","1,518","1,562","1,604","1,711","1,738","1,807","1,769","1,785","1,843","1,872","1,963","2,114","2,153","2,165","2,284","2,385","2,441","2,365","2,531","2,649","2,810"
Scotland,S12000006,Dumfries and Galloway,"1,883","1,944","2,071","2,201","2,241","2,380","2,469","2,532","2,667","2,692","2,856","2,786","2,714","2,831","2,893","3,044","3,182","3,164","3,228","3,424","3,395","3,566","3,413","3,568","3,805","4,150"
Scotland,S12000008,East Ayrshire,"1,068","1,103","1,150","1,229","1,258","1,299","1,362","1,478","1,580","1,631","1,714","1,683","1,654","1,674","1,689","1,700","1,741","1,771","1,798","1,946","1,898","1,911","1,840","1,975","2,134","2,384"
Scotland,S12000028,South Ayrshire,"1,376","1,399","1,495","1,568","1,638","1,694","1,788","1,879","1,986","1,964","2,059","2,044","2,070","2,112","2,097","2,096","2,203","2,237","2,257","2,374","2,435","2,461","2,194","2,297","2,600","2,901"
Scotland,S12000029,South Lanarkshire,"3,501","3,545","3,618","3,807","3,968","4,220","4,455","4,782","5,192","5,284","5,601","5,540","5,462","5,564","5,724","6,005","6,230","6,247","6,399","6,826","6,766","6,930","6,523","6,807","7,478","8,273"
Northern Ireland,N09000003,Belfast,"5,636","5,990","6,460","6,809","7,098","7,811","8,317","8,817","9,302","9,710","9,879","9,902","9,577","9,842","10,093","10,686","10,807","11,222","12,024","12,836","13,259","13,820","13,166","15,086","16,518","18,458"
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon","1,641","1,721","1,844","1,980","2,035","2,170","2,284","2,409","2,572","2,732","2,733","2,633","2,654","2,718","2,794","2,984","3,137","3,259","3,520","3,661","3,889","4,126","3,953","4,351","4,690","5,303"
Northern Ireland,N09000010,"Newry, Mourne and Down","1,292","1,372","1,486","1,566","1,616","1,735","1,821","1,931","2,051","2,108","2,174","2,076","2,053","2,160","2,258","2,386","2,542","2,602","2,777","2,885","3,011","3,238","3,119","3,360","3,654","4,008"
Northern Ireland,N09000011,Ards and North Down,"1,059","1,113","1,188","1,247","1,297","1,386","1,423","1,529","1,630","1,682","1,708","1,623","1,591","1,645","1,700","1,652","1,729","1,738","1,913","2,037","2,120","2,205","2,146","2,290","2,438","2,639"
Northern Ireland,N09000005,Derry City and Strabane,"1,289","1,352","1,408","1,460","1,503","1,692","1,732","1,894","2,040","2,038","2,116","2,112","2,074","2,119","2,213","2,248","2,290","2,327","2,496","2,660","2,724","2,956","2,972","3,170","3,483","3,698"
Northern Ireland,N09000009,Mid Ulster,"1,529","1,626","1,783","1,840","1,876","2,078","2,155","2,276","2,403","2,510","2,434","2,194","2,300","2,337","2,388","2,574","2,724","2,831","2,980","3,107","3,383","3,682","3,410","3,800","4,259","4,623"
Northern Ireland,N09000004,Causeway Coast and Glens,"1,120","1,188","1,315","1,332","1,373","1,491","1,546","1,628","1,747","1,787","1,786","1,723","1,735","1,811","1,865","1,881","1,909","1,907","2,056","2,163","2,153","2,248","2,118","2,362","2,567","2,788"
Northern Ireland,N09000001,Antrim and Newtownabbey,"1,608","1,697","1,826","1,926","1,982","2,074","2,156","2,246","2,389","2,514","2,483","2,381","2,410","2,489","2,542","2,540","2,714","2,799","2,916","3,107","3,184","3,397","3,409","3,615","3,767","4,249"
Northern Ireland,N09000007,Lisburn and Castlereagh,"1,444","1,524","1,644","1,744","1,790","1,917","1,973","2,094","2,221","2,306","2,308","2,267","2,257","2,313","2,422","2,490","2,577","2,693","2,841","2,930","3,131","3,353","3,176","3,508","3,847","4,294"
Northern Ireland,N09000008,Mid and East Antrim,"1,927","2,013","2,205","2,119","2,182","2,218","2,363","2,346","2,457","2,485","2,605","2,793","2,723","2,558","2,922","2,902","2,848","3,161","3,082","2,771","2,356","2,494","2,408","2,612","2,826","3,152"
Northern Ireland,N09000006,Fermanagh and Omagh,"1,059","1,113","1,185","1,243","1,288","1,389","1,463","1,577","1,674","1,702","1,712","1,651","1,626","1,643","1,755","1,669","1,795","1,811","1,942","2,073","2,176","2,299","2,269","2,461","2,652","2,928"
